seed,epoch,train_loss,validation_accuracy,learning_rate
7,1,2.296414512867398,0.329,0.09999383162408304
7,2,1.686984711880154,0.528,0.09997532801828658
7,3,1.3992070305718316,0.582,0.09994449374809851
7,4,1.2311664374245537,0.6934,0.09990133642141359
7,5,1.1027230255974663,0.6632,0.09984586668665642
7,6,1.0173397944238451,0.7786,0.09977809823015402
7,7,0.9659516250398424,0.785,0.09969804777275901
7,8,0.930502813911438,0.7672,0.09960573506572391
7,9,0.8968373044331869,0.7866,0.09950118288582789
7,10,0.8815148249732123,0.7324,0.09938441702975691
7,11,0.8640687852541605,0.7204,0.09925546630773871
7,12,0.8501183527628581,0.8352,0.09911436253643445
7,13,0.8376231123606364,0.7468,0.0989611405310883
7,14,0.8336048918618096,0.7594,0.09879583809693739
7,15,0.8187034551620483,0.77,0.09861849601988384
7,16,0.8160692755275303,0.8354,0.09842915805643157
7,17,0.8085649524158902,0.8264,0.09822787092288993
7,18,0.8036171037038168,0.821,0.09801468428384717
7,19,0.7958809480773078,0.8336,0.09778965073991652
7,20,0.7880855754004584,0.8212,0.0975528258147577
7,21,0.7852566595077515,0.8158,0.09730426794137728
7,22,0.7816065443462795,0.8332,0.09704403844771128
7,23,0.7757833676444159,0.7678,0.09677220154149338
7,24,0.7748544153213501,0.8044,0.09648882429441258
7,25,0.7688771894243028,0.8272,0.09619397662556435
7,26,0.7686856192270914,0.8564,0.09588773128419906
7,27,0.7625067157533434,0.8382,0.09557016383177226
7,28,0.7595336676703559,0.8306,0.09524135262330098
7,29,0.7572328709072537,0.8072,0.09490137878803079
7,30,0.754974479760064,0.842,0.0945503262094184
7,31,0.7548127642525567,0.743,0.0941882815044347
7,32,0.7503018047544692,0.8512,0.09381533400219319
7,33,0.7505199808544583,0.8566,0.09343157572190958
7,34,0.7461965127097235,0.838,0.0930371013501972
7,35,0.744754608493381,0.862,0.09263200821770463
7,36,0.7444215374098884,0.8374,0.09221639627510078
7,37,0.7410691814740499,0.872,0.09179036806841355
7,38,0.7416283092922634,0.8194,0.09135402871372812
7,39,0.7369667383829752,0.8498,0.0909074858712512
7,40,0.7373692810058594,0.8556,0.09045084971874741
7,41,0.7364507293065389,0.845,0.08998423292435458
7,42,0.7327609261406792,0.8532,0.08950775061878455
7,43,0.7330157088809544,0.8544,0.08902152036691653
7,44,0.7281613948610094,0.8694,0.08852566213878951
7,45,0.7286874266942343,0.87,0.0880202982800016
7,46,0.7280232214503818,0.8436,0.08750555348152303
7,47,0.7234940133518643,0.8784,0.08698155474893052
7,48,0.7259870906511943,0.8528,0.08644843137107061
7,49,0.7226762930340237,0.8634,0.08590631488815947
7,50,0.7233804226027595,0.8276,0.0853553390593274
7,51,0.7174804858101739,0.8536,0.08479563982961574
7,52,0.7216246223025852,0.8256,0.08422735529643446
7,53,0.7192944488101536,0.8714,0.08365062567548869
7,54,0.716445270146264,0.8816,0.08306559326618261
7,55,0.7156221570332845,0.8298,0.0824724024165092
7,56,0.7122658070034451,0.8084,0.0818711994874345
7,57,0.7155036510255601,0.8708,0.08126213281678528
7,58,0.7132322002622816,0.8582,0.08064535268264884
7,59,0.7082447702619764,0.831,0.08002101126629421
7,60,0.7101214600457085,0.8632,0.07938926261462367
7,61,0.7040770414564345,0.8572,0.07875026260216395
7,62,0.7031775720596314,0.838,0.07810416889260656
7,63,0.704688944307963,0.8648,0.07745114089990661
7,64,0.6996738960054185,0.837,0.07679133974894985
7,65,0.6980201236300998,0.8646,0.07612492823579746
7,66,0.7010302386495803,0.8672,0.07545207078751859
7,67,0.6920537178039551,0.863,0.0747729334216204
7,68,0.6950326791339451,0.851,0.07408768370508578
7,69,0.6940775361484951,0.796,0.0733964907130287
7,70,0.6916366602155898,0.8898,0.07269952498697736
7,71,0.689832907210456,0.856,0.07199695849279578
7,72,0.6897292420493232,0.8732,0.07128896457825366
7,73,0.6836889488432143,0.8914,0.07057571793025548
7,74,0.683731005276574,0.874,0.06985739453173906
7,75,0.6847583403269449,0.8586,0.06913417161825453
7,76,0.6869578801896837,0.8658,0.06840622763423394
7,77,0.6808079151365493,0.862,0.0676737421889629
7,78,0.676861781056722,0.8904,0.06693689601226462
7,79,0.6793650828785367,0.8662,0.06619587090990751
7,80,0.6823451949649387,0.8814,0.06545084971874741
7,81,0.6730364438798693,0.8818,0.06470201626161524
7,82,0.6681173653708564,0.8682,0.06394955530196152
7,83,0.6715186239878337,0.8924,0.06319365249826868
7,84,0.6739197483274671,0.8766,0.06243449435824277
7,85,0.6655239308251275,0.871,0.06167226819279532
7,86,0.6662351935492622,0.8864,0.06090716206982718
7,87,0.6630356924268934,0.8626,0.06013936476782568
7,88,0.658831352519989,0.881,0.05936906572928629
7,89,0.6598511795997619,0.8886,0.05859645501397052
7,90,0.6572451333787707,0.8876,0.05782172325201159
7,91,0.6552922895855374,0.876,0.057045061596879186
7,92,0.657318214861552,0.893,0.056266661678215264
7,93,0.6533182751443651,0.8932,0.055486715554552306
7,94,0.6521238629976909,0.8932,0.05470541566592575
7,95,0.6486676742023891,0.8888,0.05392295478639229
7,96,0.6455315833091736,0.872,0.05313952597646571
7,97,0.6454472976260716,0.8832,0.05235532253548216
7,98,0.6451427820205689,0.8842,0.051570537953906447
7,99,0.643350640964508,0.8912,0.05078536586559106
7,100,0.6394681909137302,0.8786,0.050000000000000024
7,101,0.6398523993915982,0.8586,0.049214634134409
7,102,0.6327111364152697,0.8904,0.04842946204609361
7,103,0.6358547014978196,0.8988,0.04764467746451789
7,104,0.632728088177575,0.9102,0.046860474023534354
7,105,0.6327940352333916,0.88,0.04607704521360778
7,106,0.6300668609195286,0.8874,0.04529458433407431
7,107,0.6237761440594991,0.9054,0.04451328444544776
7,108,0.6265996657265557,0.9112,0.04373333832178482
7,109,0.6227410738309225,0.8532,0.0429549384031209
7,110,0.6198683018154568,0.8846,0.042178276747988484
7,111,0.6167453655984667,0.904,0.04140354498602954
7,112,0.6175232418908013,0.9056,0.0406309342707138
7,113,0.6161182690514458,0.8972,0.03986063523217441
7,114,0.6117134800804986,0.8962,0.039092837930172916
7,115,0.6107665225982666,0.893,0.03832773180720475
7,116,0.6070456571578979,0.904,0.037565505641757285
7,117,0.6045815628899468,0.902,0.03680634750173138
7,118,0.6034556664784749,0.8672,0.036050444698038565
7,119,0.6046103775342305,0.908,0.03529798373838483
7,120,0.5973390527089437,0.8992,0.03454915028125267
7,121,0.5999807792027791,0.9112,0.03380412909009255
