seed,epoch,train_loss,validation_accuracy,learning_rate
17,78,0.6747981769773695,0.8682,0.06693689601226462
17,79,0.6754234424167209,0.8706,0.06619587090990751
17,80,0.6755272629313999,0.894,0.06545084971874741
17,81,0.668568075826433,0.8822,0.06470201626161524
17,82,0.6690253630214267,0.8736,0.06394955530196152
17,83,0.6681132034513686,0.8782,0.06319365249826868
17,84,0.6612705969916449,0.8872,0.06243449435824277
17,85,0.6660676936891344,0.8798,0.06167226819279532
17,86,0.6647029410468207,0.8882,0.06090716206982718
17,87,0.6621455526140001,0.894,0.06013936476782568
17,88,0.6592513952255249,0.8884,0.05936906572928629
17,89,0.6566821899943882,0.8788,0.05859645501397052
17,90,0.6573110500653585,0.8596,0.05782172325201159
17,91,0.6539261713239882,0.8876,0.057045061596879186
17,92,0.6516751795450846,0.901,0.056266661678215264
17,93,0.6484761948267619,0.8928,0.055486715554552306
17,94,0.6439778252919515,0.8762,0.05470541566592575
17,95,0.6453176263173421,0.8606,0.05392295478639229
17,96,0.6455254267904493,0.8914,0.05313952597646571
17,97,0.6392725047853258,0.888,0.05235532253548216
17,98,0.6427678152932061,0.8948,0.051570537953906447
17,99,0.6385912059677972,0.894,0.05078536586559106
17,100,0.6413155319107904,0.8802,0.050000000000000024
17,101,0.6360770820193821,0.894,0.049214634134409
17,102,0.632682031695048,0.8898,0.04842946204609361
17,103,0.6281341957834032,0.8934,0.04764467746451789
17,104,0.6330264383104113,0.9018,0.046860474023534354
17,105,0.6243264587402344,0.8894,0.04607704521360778
17,106,0.6274912631988525,0.9004,0.04529458433407431
17,107,0.6210315319061279,0.8908,0.04451328444544776
17,108,0.6250819683498806,0.894,0.04373333832178482
17,109,0.6130397903866238,0.8976,0.0429549384031209
17,110,0.6179910686704847,0.8874,0.042178276747988484
17,111,0.6144128777609931,0.906,0.04140354498602954
17,112,0.6114140281677246,0.859,0.0406309342707138
17,113,0.6127253051333957,0.8816,0.03986063523217441
17,114,0.6152540173742507,0.9054,0.039092837930172916
17,115,0.606961387846205,0.9012,0.03832773180720475
17,116,0.6048375080214606,0.9082,0.037565505641757285
17,117,0.6007641966925727,0.8998,0.03680634750173138
17,118,0.5996798903571234,0.8872,0.036050444698038565
17,119,0.5972745158089532,0.905,0.03529798373838483
17,120,0.5946135947969224,0.9194,0.03454915028125267
17,121,0.5950992478052775,0.909,0.03380412909009255
17,122,0.592294207572937,0.9106,0.03306310398773545
17,123,0.5928477527830336,0.8888,0.03232625781103717
17,124,0.5856697730064392,0.901,0.03159377236576613
17,125,0.5862440972646078,0.8886,0.030865828381745543
17,126,0.5858400531556871,0.9102,0.03014260546826098
17,127,0.582265677134196,0.9164,0.02942428206974458
17,128,0.5806964139938354,0.9146,0.028711035421746387
17,129,0.5758673060205247,0.9084,0.02800304150720426
17,130,0.5711462661319309,0.9136,0.02730047501302268
17,131,0.5729906410111322,0.919,0.026603509286971357
17,132,0.5723232706493802,0.9154,0.025912316294914244
17,133,0.5662658250278897,0.9084,0.025227066578379632
17,134,0.5655841798146566,0.9162,0.024547929212481445
17,135,0.5645064849853516,0.9072,0.02387507176420257
17,136,0.5607308211644491,0.9118,0.023208660251050166
17,137,0.5618223342365689,0.916,0.022548859100093414
17,138,0.5553746490584479,0.918,0.021895831107393474
17,139,0.5562514977349176,0.9142,0.02124973739783608
17,140,0.5541864295747545,0.9258,0.02061073738537636
17,141,0.5518389714346992,0.9066,0.019978988733705814
17,142,0.5493550179375543,0.9236,0.01935464731735118
17,143,0.5466257166332669,0.92,0.018737867183214747
17,144,0.5470152690251668,0.9278,0.01812880051256552
17,145,0.5464227596176995,0.9222,0.017527597583490827
17,146,0.5404995294570922,0.918,0.01693440673381742
17,147,0.5426581145710415,0.9144,0.016349374324511334
17,148,0.5354719438234965,0.9268,0.01577264470356557
17,149,0.5349270906130473,0.919,0.01520436017038429
17,150,0.5346366215070089,0.9286,0.014644660940672632
17,151,0.5353514710744222,0.9224,0.01409368511184057
17,152,0.5269158740891351,0.9308,0.013551568628929438
17,153,0.5249612471474542,0.9294,0.013018445251069516
17,154,0.5214386129379273,0.9352,0.012494446518477026
17,155,0.5214769818094042,0.933,0.011979701719998459
17,156,0.5237496489736769,0.9356,0.011474337861210548
17,157,0.5231835650867886,0.9288,0.010978479633083526
17,158,0.5200598367479112,0.934,0.010492249381215483
17,159,0.5157085671424866,0.9406,0.010015767075645474
17,160,0.5137356896824307,0.9402,0.009549150281252637
17,161,0.512117059580485,0.9312,0.00909251412874884
17,162,0.5126293501006233,0.9374,0.008645971286271918
17,163,0.5087087914784749,0.9434,0.008209631931586501
17,164,0.5095406622356838,0.941,0.0077836037248992605
17,165,0.5104251566992866,0.9372,0.0073679917822954055
17,166,0.5073281395594279,0.937,0.006962898649802815
17,167,0.5058128433121575,0.947,0.006568424278090438
17,168,0.504644185479482,0.9448,0.006184665997806824
17,169,0.5037079227023654,0.9474,0.00581171849556533
17,170,0.5033360682381524,0.9444,0.0054496737905816136
17,171,0.5037714579264323,0.9472,0.005098621211969226
17,172,0.5030422247250875,0.949,0.004758647376699035
17,173,0.5025903693834941,0.9484,0.00442983616822775
17,174,0.5020995956526862,0.951,0.004112268715800957
17,175,0.5020116356955634,0.9514,0.003806023374435677
17,176,0.5017658618079291,0.9508,0.003511175705587435
17,177,0.5016016081068251,0.9508,0.0032277984585066333
17,178,0.5015788444095187,0.9486,0.002955961552288729
17,179,0.5014347414122687,0.9506,0.0026957320586227366
17,180,0.5012873666127523,0.951,0.002447174185242325
17,181,0.5011880995326572,0.9498,0.0022103492600834954
17,182,0.5012195587582058,0.95,0.0019853157161528537
17,183,0.5013040927675035,0.9496,0.001772129077110103
17,184,0.5012660364362929,0.9508,0.0015708419435684529
17,185,0.5011359837955899,0.9506,0.0013815039801161732
17,186,0.5012600985633002,0.9516,0.0012041619030626347
17,187,0.5011753267818027,0.951,0.0010388594689117077
17,188,0.5011758959876167,0.9512,0.0008856374635655645
17,189,0.5011247619946798,0.9512,0.000744533692261307
17,190,0.5010110439936319,0.951,0.0006155829702431174
17,191,0.5011117969512939,0.95,0.0004988171141721235
17,192,0.5010776069217258,0.95,0.00039426493427611206
17,193,0.5010762043846978,0.9512,0.00030195222724102046
17,194,0.501075221379598,0.9506,0.00022190176984600036
17,195,0.5010493506113688,0.9508,0.00015413331334360192
17,196,0.5011414534250895,0.9512,9.866357858642213e-05
17,197,0.5010838806576199,0.9512,5.5506251901504864e-05
17,198,0.5010307423167758,0.9502,2.4671981713420017e-05
17,199,0.5010632961379157,0.9508,6.168375916970619e-06
17,200,0.5010280747201707,0.9506,0.0
