seed,epoch,train_loss,validation_accuracy,learning_rate
17,1,2.1418216847949556,0.3968,0.09999383162408304
17,2,1.6528283554924859,0.5202,0.09997532801828658
17,3,1.4137605490790472,0.6314,0.09994449374809851
17,4,1.248659541405572,0.6542,0.09990133642141359
17,5,1.136620728556315,0.6836,0.09984586668665642
17,6,1.0386628274493748,0.7288,0.09977809823015402
17,7,0.9764104013548957,0.7426,0.09969804777275901
17,8,0.9323275315814548,0.8012,0.09960573506572391
17,9,0.903954523785909,0.783,0.09950118288582789
17,10,0.8789449457804362,0.775,0.09938441702975691
17,11,0.8616725779215495,0.8052,0.09925546630773871
17,12,0.8473651658164131,0.7876,0.09911436253643445
17,13,0.8372155359692044,0.8102,0.0989611405310883
17,14,0.8329130069944594,0.823,0.09879583809693739
17,15,0.8199484383477105,0.789,0.09861849601988384
17,16,0.8079289841969808,0.7946,0.09842915805643157
17,17,0.8049090188556247,0.8144,0.09822787092288993
17,18,0.8032211766137017,0.8056,0.09801468428384717
17,19,0.7914695639080471,0.8508,0.09778965073991652
17,20,0.7902362702793545,0.7922,0.0975528258147577
17,21,0.781103622118632,0.8188,0.09730426794137728
17,22,0.7795201207266913,0.8386,0.09704403844771128
17,23,0.7762280716790093,0.832,0.09677220154149338
17,24,0.770250703493754,0.8322,0.09648882429441258
17,25,0.7705401139683193,0.8594,0.09619397662556435
17,26,0.7627446482552422,0.8338,0.09588773128419906
17,27,0.7634821970197889,0.8314,0.09557016383177226
17,28,0.7611020818710327,0.8196,0.09524135262330098
17,29,0.7565537395583258,0.7872,0.09490137878803079
17,30,0.7525324874666002,0.8436,0.0945503262094184
17,31,0.7498910375171237,0.789,0.0941882815044347
17,32,0.7489453606075711,0.8442,0.09381533400219319
17,33,0.7473128396881952,0.841,0.09343157572190958
17,34,0.7450393440246582,0.8536,0.0930371013501972
17,35,0.7400002961052788,0.8466,0.09263200821770463
17,36,0.7414571611828275,0.8514,0.09221639627510078
17,37,0.7369046212726169,0.826,0.09179036806841355
17,38,0.7382488373862373,0.8434,0.09135402871372812
17,39,0.740292998123169,0.8344,0.0909074858712512
17,40,0.7362085114796957,0.8402,0.09045084971874741
17,41,0.7356765982521905,0.848,0.08998423292435458
17,42,0.7315450610478719,0.852,0.08950775061878455
17,43,0.7304178008821276,0.875,0.08902152036691653
17,44,0.7270252193874783,0.8476,0.08852566213878951
17,45,0.7247522000418769,0.823,0.0880202982800016
17,46,0.7256324922773573,0.8648,0.08750555348152303
17,47,0.7249863080448574,0.855,0.08698155474893052
17,48,0.7228784547593858,0.847,0.08644843137107061
17,49,0.7176838284068637,0.863,0.08590631488815947
17,50,0.718777070426941,0.8532,0.0853553390593274
17,51,0.717499901008606,0.8782,0.08479563982961574
17,52,0.716318621550666,0.8504,0.08422735529643446
17,53,0.710573161262936,0.8742,0.08365062567548869
17,54,0.71670325545205,0.841,0.08306559326618261
17,55,0.7115440175586276,0.859,0.0824724024165092
17,56,0.7144547666549682,0.8546,0.0818711994874345
17,57,0.708268870332506,0.8734,0.08126213281678528
17,58,0.7041059810956319,0.8586,0.08064535268264884
17,59,0.7029837663544549,0.8766,0.08002101126629421
17,60,0.7089977209515042,0.8546,0.07938926261462367
17,61,0.7036457034428915,0.8318,0.07875026260216395
17,62,0.6999602917777168,0.8524,0.07810416889260656
17,63,0.6993597177505493,0.8432,0.07745114089990661
17,64,0.7000677862273322,0.8898,0.07679133974894985
17,65,0.6990494191063775,0.8614,0.07612492823579746
17,66,0.6949821403291491,0.8742,0.07545207078751859
17,67,0.6928718380610148,0.852,0.0747729334216204
17,68,0.6891522095786201,0.8786,0.07408768370508578
17,69,0.6915658202171325,0.8492,0.0733964907130287
17,70,0.6911886853324043,0.862,0.07269952498697736
17,71,0.687757687526279,0.8784,0.07199695849279578
17,72,0.6871593537012736,0.8534,0.07128896457825366
17,73,0.6828005929311116,0.8592,0.07057571793025548
17,74,0.6860539165284899,0.8828,0.06985739453173906
17,75,0.6800007920159233,0.8788,0.06913417161825453
17,76,0.6802250225702922,0.8712,0.06840622763423394
17,77,0.6754343869103325,0.8634,0.0676737421889629
