seed,epoch,train_loss,validation_accuracy,learning_rate
27,73,0.6849325786378648,0.8634,0.07057571793025548
27,74,0.6754386782540215,0.8302,0.06985739453173906
27,75,0.68062517835829,0.8294,0.06913417161825453
27,76,0.6767291461414761,0.8696,0.06840622763423394
27,77,0.6750656625747681,0.8934,0.0676737421889629
27,78,0.6729429040908813,0.8692,0.06693689601226462
27,79,0.6734030545340643,0.8388,0.06619587090990751
27,80,0.6686495674027337,0.8544,0.06545084971874741
27,81,0.6728897635989719,0.89,0.06470201626161524
27,82,0.6704303480360243,0.8492,0.06394955530196152
27,83,0.6677075195418464,0.8914,0.06319365249826868
27,84,0.6591498778978984,0.8924,0.06243449435824277
27,85,0.6658277212248909,0.8722,0.06167226819279532
27,86,0.661297253757053,0.8782,0.06090716206982718
27,87,0.6538089086956448,0.8884,0.06013936476782568
27,88,0.6563144836849637,0.8726,0.05936906572928629
27,89,0.6539124868816799,0.8616,0.05859645501397052
27,90,0.6536223048316108,0.879,0.05782172325201159
27,91,0.655850475025177,0.8888,0.057045061596879186
27,92,0.6531301619635688,0.8708,0.056266661678215264
27,93,0.6481039383358426,0.8818,0.055486715554552306
27,94,0.6512772724999322,0.8934,0.05470541566592575
27,95,0.6431980704201592,0.8974,0.05392295478639229
27,96,0.6397780654589336,0.8962,0.05313952597646571
27,97,0.6376877063115438,0.8874,0.05235532253548216
27,98,0.6432235044055515,0.879,0.051570537953906447
27,99,0.6366652369075352,0.895,0.05078536586559106
27,100,0.6356567789501614,0.8892,0.050000000000000024
27,101,0.6330968741310967,0.8748,0.049214634134409
27,102,0.6326638467576768,0.9026,0.04842946204609361
27,103,0.6282802739991082,0.8708,0.04764467746451789
27,104,0.6260989837964376,0.883,0.046860474023534354
27,105,0.6267177467770046,0.8882,0.04607704521360778
27,106,0.6217375805854798,0.8846,0.04529458433407431
27,107,0.620773174519009,0.866,0.04451328444544776
27,108,0.6216183014127943,0.8966,0.04373333832178482
27,109,0.618231757206387,0.8948,0.0429549384031209
27,110,0.6186234651777479,0.886,0.042178276747988484
27,111,0.615623654821184,0.9022,0.04140354498602954
27,112,0.6137777614593506,0.89,0.0406309342707138
27,113,0.6109829124662611,0.8848,0.03986063523217441
27,114,0.6086228013674418,0.8962,0.039092837930172916
27,115,0.606837442609999,0.894,0.03832773180720475
27,116,0.6075825478023953,0.9008,0.037565505641757285
27,117,0.6000738965352377,0.8986,0.03680634750173138
27,118,0.5992606453789605,0.9126,0.036050444698038565
27,119,0.5976257000393338,0.9098,0.03529798373838483
27,120,0.5957860159979926,0.8998,0.03454915028125267
27,121,0.5893869843800863,0.8946,0.03380412909009255
27,122,0.5924601609124077,0.9118,0.03306310398773545
27,123,0.5890044053395589,0.9,0.03232625781103717
27,124,0.584316181310018,0.8952,0.03159377236576613
27,125,0.5863335941632589,0.9096,0.030865828381745543
27,126,0.5847976270357768,0.9048,0.03014260546826098
27,127,0.5774173417197334,0.9108,0.02942428206974458
27,128,0.5783577334721883,0.9146,0.028711035421746387
27,129,0.5758314230071174,0.9002,0.02800304150720426
27,130,0.576556546719869,0.9062,0.02730047501302268
27,131,0.5719442792468601,0.9172,0.026603509286971357
27,132,0.5677376021703084,0.9094,0.025912316294914244
27,133,0.5705762625588311,0.9132,0.025227066578379632
27,134,0.5647346474965413,0.9114,0.024547929212481445
27,135,0.5656933524979485,0.8998,0.02387507176420257
27,136,0.5636816701359219,0.905,0.023208660251050166
27,137,0.5595981179767184,0.9136,0.022548859100093414
27,138,0.55772278497484,0.9152,0.021895831107393474
27,139,0.5528143332587349,0.93,0.02124973739783608
27,140,0.554114905336168,0.9196,0.02061073738537636
27,141,0.5485411883884006,0.917,0.019978988733705814
27,142,0.5503217688348558,0.9134,0.01935464731735118
27,143,0.5473284796184964,0.9204,0.018737867183214747
27,144,0.5399759767532348,0.9214,0.01812880051256552
27,145,0.5449989758173625,0.9206,0.017527597583490827
27,146,0.5412957025739882,0.9194,0.01693440673381742
27,147,0.5384076245201959,0.9224,0.016349374324511334
27,148,0.5372344996664259,0.9258,0.01577264470356557
27,149,0.5331850050714281,0.9294,0.01520436017038429
27,150,0.5323098787413703,0.9284,0.014644660940672632
27,151,0.5299124611748589,0.9276,0.01409368511184057
27,152,0.5299024080488417,0.9262,0.013551568628929438
27,153,0.528054575559828,0.9182,0.013018445251069516
27,154,0.524405349275801,0.929,0.012494446518477026
27,155,0.526783188618554,0.9326,0.011979701719998459
27,156,0.5240665943887499,0.9302,0.011474337861210548
27,157,0.5189022498766581,0.9344,0.010978479633083526
27,158,0.5181200305514866,0.934,0.010492249381215483
27,159,0.5165617809189691,0.9352,0.010015767075645474
27,160,0.5158674100134107,0.9366,0.009549150281252637
27,161,0.5127214705255296,0.9336,0.00909251412874884
27,162,0.5114356486532423,0.9368,0.008645971286271918
27,163,0.509217611111535,0.9418,0.008209631931586501
27,164,0.5070345934020148,0.942,0.0077836037248992605
27,165,0.506685613822937,0.943,0.0073679917822954055
27,166,0.5053642356130812,0.94,0.006962898649802815
27,167,0.5051888666046991,0.944,0.006568424278090438
27,168,0.5050401369200812,0.9416,0.006184665997806824
27,169,0.5044271901448568,0.9408,0.00581171849556533
27,170,0.5036589925342136,0.944,0.0054496737905816136
27,171,0.5037564644495646,0.9436,0.005098621211969226
27,172,0.5033131695323521,0.9444,0.004758647376699035
27,173,0.5029014661259121,0.9428,0.00442983616822775
27,174,0.5023138435999552,0.9444,0.004112268715800957
27,175,0.5023500968721177,0.9438,0.003806023374435677
27,176,0.5017768078698053,0.9456,0.003511175705587435
27,177,0.5018518741819593,0.9468,0.0032277984585066333
27,178,0.501826268810696,0.9448,0.002955961552288729
27,179,0.501685691134135,0.9468,0.0026957320586227366
27,180,0.5013230123943753,0.9474,0.002447174185242325
27,181,0.5015391121546428,0.948,0.0022103492600834954
27,182,0.5013524349212647,0.9464,0.0019853157161528537
27,183,0.501183573881785,0.9478,0.001772129077110103
27,184,0.5014580444335938,0.9482,0.0015708419435684529
27,185,0.50129423060947,0.9458,0.0013815039801161732
27,186,0.5012985545582241,0.9466,0.0012041619030626347
27,187,0.501233474445343,0.946,0.0010388594689117077
27,188,0.5012941682815552,0.9484,0.0008856374635655645
27,189,0.5012616056548225,0.9494,0.000744533692261307
27,190,0.5011789462301466,0.9472,0.0006155829702431174
27,191,0.501224302344852,0.947,0.0004988171141721235
27,192,0.5011418641090393,0.948,0.00039426493427611206
27,193,0.5011193072742886,0.949,0.00030195222724102046
27,194,0.5011501253022088,0.948,0.00022190176984600036
27,195,0.5011900257534451,0.9486,0.00015413331334360192
27,196,0.5010835950215657,0.9472,9.866357858642213e-05
27,197,0.5012151191181606,0.9476,5.5506251901504864e-05
27,198,0.5011306363105774,0.9474,2.4671981713420017e-05
27,199,0.5011604091644287,0.9484,6.168375916970619e-06
27,200,0.5011401917563545,0.9484,0.0
